dl,cs,cs0,cs1,cs2,cs3,cs4,cs5,t0,t1,t2,t3,t4,t5
(0.6132609315867734+0j),(0.9932885258988697+0j),(0.919220514555244+0.38159296897980316j),(0.020021774663698234-0.2536283108300827j),(0.04692780253970757-0.5006513823297531j),(0.007086473005324696-0.23109727449515927j),(3.1760672576511026e-05-0.017550933209750878j),(2.003847717298432e-07-0.0015412160412219026j),(-0.8530020186498142-0.3541039040015745j),(-0.006193150948605478+0.07845250684288722j),(-0.008709446680819195+0.0929171255438585j),(-0.0009394257235084957+0.030635652479072586j),(-3.274745334341826e-06+0.0018096227812405606j),(-1.690450195036277e-08+0.00013001731294177933j)
(0.6139789029775029+0j),(0.9798176702022171+0j),(0.9031479401190666+0.3940915890420736j),(0.020213622388613007-0.2545330613867592j),(0.04920624837175141-0.5119469367799636j),(0.007217215864811128-0.2329443590094929j),(3.242150930830578e-05-0.01771184552524136j),(2.2186885983536486e-07-0.0016198365297122306j),(-0.840050794445715-0.36655894095880154j),(-0.00626714214134966+0.07891682374962757j),(-0.009153704769770813+0.09523609850659932j),(-0.0009589993354832581+0.03095286183469633j),(-3.3507140772997943e-06+0.0018304925156948791j),(-1.8760755241664826e-08+0.00013696990505106913j)
(0.6146968743682324+0j),(0.9675625429736867+0j),(0.888323522771385+0.40459622198758094j),(0.020412189424754125-0.2554716280867853j),(0.051442029676150386-0.5227213450669819j),(0.007351458376095778-0.2348238323288245j),(3.3093335869244726e-05-0.017873512237006606j),(2.493073008023347e-07-0.0017150743605486671j),(-0.8281956136760767-0.3772103380924009j),(-0.006343516865854443+0.07939317766424936j),(-0.009592015126080747+0.09746798639503017j),(-0.000979122940996299+0.03127561764798121j),(-3.428149880864118e-06+0.0018515231914973448j),(-2.1130222746873696e-08+0.0001453623826868127j)
(0.6154148457589619+0j),(0.9564246752856725+0j),(0.8746468148500259+0.413463887940308j),(0.020617928948908664-0.25644615395822234j),(0.05363649917155484-0.533015176351637j),(0.0074893702213551065-0.2367372545782888j),(3.3776368890493615e-05-0.01803595433769337j),(2.8564041479258517e-07-0.0018336579224922955j),(-0.8173506459710762-0.3863787875928756j),(-0.006422431416070428+0.07988231212713048j),(-0.010024578264316793+0.09961970736224525j),(-0.000999822603398211+0.03160416045649599j),(-3.507083781638707e-06+0.0018727176727958905j),(-2.426624964315641e-08+0.00015577627885626725j)
(0.6161328171496915+0j),(0.9463059159109547+0j),(0.8620175566015019+0.42097746852180923j),(0.02083131762535976-0.2574588528397693j),(0.05579110095558343-0.5428649058329296j),(0.007631133774293315-0.23868629712248393j),(3.4470828127257185e-05-0.018199192381316554j),(3.3603910619282877e-07-0.001986538693040836j),(-0.8074293794275917-0.3943186232791522j),(-0.006504050771779048+0.08038499919348863j),(-0.010451614048267827+0.10169748183732907j),(-0.0010211263034725616+0.031938747698444875j),(-3.5875473700554955e-06+0.0018940787997227997j),(-2.8614461176657412e-08+0.00016915809279449218j)
(0.6168507885404209+0j),(0.9371128797885131+0j),(0.8503401570136913+0.427362803397145j),(0.021052857502530307-0.25851201472732926j),(0.057907332497229846-0.5523034184251293j),(0.007776945342715056-0.24067275276986494j),(3.517693659933574e-05-0.01836324652474809j),(4.104062336331745e-07-0.002192821637960382j),(-0.7983488269727067-0.40123307122420754j),(-0.006588549281499661+0.08090204138255666j),(-0.010873354760673163+0.10370691836575663j),(-0.001043064126510737+0.032279655260530955j),(-3.6695728094401996e-06+0.0019156093922497864j),(-3.502847788198889e-08+0.0001871589609262528j)
(0.6175687599311503+0j),(0.928759078320955+0j),(0.83952584274484+0.4328015537631836j),(0.021283078075080376-0.2596080114594691j),(0.059986715900545454-0.5613604401110478j),(0.007927016559859057-0.2426985471195042j),(3.589492073215819e-05-0.018528136566729626j),(5.300277805708708e-07-0.002489089159561422j),(-0.7900315971002811-0.4072857383747438j),(-0.006676111405890391+0.08143427375734699j),(-0.011290039818848692+0.10565308712828747j),(-0.0010656684717837196+0.032627179199127304j),(-3.753192855346074e-06+0.0019373122538427984j),(-4.534363572990755e-08+0.00021294044630802822j)
(0.6182867313218798+0j),(0.921165735541587+0j),(0.8294934707322629+0.43744092305578636j),(0.02152253852833923-0.2607493027730614j),(0.062030776312148574-0.5700629087751089j),(0.008081575945610986-0.24476575120234342j),(3.662501049868512e-05-0.01869388198464352j),(7.489179305991161e-07-0.0029553140563862252j),(-0.7824067325509676-0.412609303591044j),(-0.006766932527829169+0.08198256614666911j),(-0.011701911762884336+0.10754058314877228j),(-0.0010889742875916245+0.03298163765783302j),(-3.838440875198528e-06+0.0019591901749371286j),(-6.421864686689868e-08+0.0002534139750346537j)
(0.6190047027126092+0j),(0.9142619325220631+0j),(0.820169593083501+0.44140104428898047j),(0.02177183018388632-0.261938442763223j),(0.06404102584304654-0.5784352941738512j),(0.008240870662199636-0.24687659559268374j),(3.7367439562567866e-05-0.01886050196925607j),(1.245212314957795e-06-0.0038063103634716332j),(-0.7754098530274809-0.41731212881413043j),(-0.006861219836073498+0.08254782552214547j),(-0.012109213229910645+0.10937358083588195j),(-0.0011130193355970138+0.03334337300807465j),(-3.925350868293472e-06+0.0019812459362517397j),(-1.0702330860170715e-07+0.00032714415346712j)
(0.6197226741033387+0j),(0.9079849251873867+0j),(0.8114881216784758+0.4447806300343379j),(0.022031579167306-0.2631780867849651j),(0.06601895175171792-0.5864998749837749j),(0.008405168493121647-0.24903348619345672j),(3.812244542293878e-05-0.01902801545762874j),(2.9815509545360322e-06-0.005883017516545952j),(-0.7689829197332818-0.42148331982625226j),(-0.006959193290209998+0.08313099854422232j),(-0.012512184693661239+0.1111558812112654j),(-0.0011378444887720533+0.033712754243630474j),(-4.0139574861919065e-06+0.0020034823119601543j),(-2.5685266555947744e-07+0.0005068062742174624j)
(0.6204406454940683+0j),(0.9023032745330235+0j),(0.8033897963511081+0.4476613228979694j),(0.022302449321618546-0.26447099883753267j),(0.06796600792142753-0.5942769794840485j),(0.008574760078979003-0.2512390219316454j),(3.8890269561199854e-05-0.019196441164375338j),(3.1370487023629514e-05-0.01906058680854831j),(-0.76307380922002-0.42519662616543474j),(-0.007061086675517214+0.08373307429252819j),(-0.012911062798566053+0.11289095294122349j),(-0.0011634940680338875+0.03409017966493485j),(-4.104296053553105e-06+0.002025902072733776j),(-2.7087492996359636e-06+0.0016458256172247395j)
(0.6211586168847977+0j),(0.8970881359247067+0j),(0.7958215747863769+0.4501110685566625j),(0.022585145392712433-0.2658200594764712j),(0.06988360888314081-0.6017851953137004j),(0.00874996144982744-0.2534960146391839j),(3.967115759017511e-05-0.019365797611429696j),(8.174148751034256e-06+0.00971840661812255j),(-0.7576358059690844-0.4285134670960299j),(-0.00716714875740408+0.08435508719747327j),(-0.013306079155850747+0.11458196809860173j),(-0.0011900162235338704+0.03447607989493j),(-4.196402589449346e-06+0.002048507988672403j),(-7.07448180632863e-07-0.000841099090565395j)
(0.6218765882755272+0j),(0.892361981426299+0j),(0.7887360110108493+0.45218674904182493j),(0.022880416516288384-0.2672282743029118j),(0.0717731258028537-0.6090415528344045j),(0.008931116900734538-0.2558075114409456j),(4.0465359405990964e-05-0.019536103156474933j),(8.457267696064411e-07+0.003122390961134062j),(-0.7526270762884364-0.43148529560803867j),(-0.0072776445462599286+0.08499812019167378j),(-0.013697459498483796+0.11623183342686802j),(-0.0012174633676364894+0.03487092127525387j),(-4.2903138292057395e-06+0.0020713028321356066j),(-7.336443223564008e-08-0.0002708586842862901j)
(0.6225945596662567+0j),(0.8880756841838103+0j),(0.7820906587661621+0.4539362525181843j),(0.02318906003945743-0.26869878308461087j),(0.0736358839811168-0.6160616858884178j),(0.009118602265806504-0.2581768200266615j),(4.127312934304398e-05-0.019707376020172866j),(2.0588934766488025e-07+0.001538820910096851j),(-0.7480101580242302-0.4341554577761246j),(-0.007392856684889812+0.08566330810169832j),(-0.014085423114467237+0.11784321775203557j),(-0.0012458926679140892+0.03527520969993129j),(-4.386067246808855e-06+0.0020942893804875586j),(-1.7901589303223497e-08-0.0001337968197781868j)
(0.6233125310569863+0j),(0.8841875875880945+0j),(0.7758475179155662+0.4554001109681659j),(0.023511925714256907-0.27023486956886816j),(0.07547316151219399-0.6228599731331514j),(0.009312828656305644-0.26060753724979174j),(4.209472633242066e-05-0.01987963431232232j),(5.8947590631104074e-08+0.0008224388853900555j),(-0.7437514838377266-0.43656066488737444j),(-0.007513086972228145+0.08635184130275324j),(-0.01447018249550616+0.11941857608451421j),(-0.00127536661004559+0.035689494953775554j),(-4.483701077929259e-06+0.002117470418767144j),(-5.137180717995132e-09-7.1674128467701e-05j)
(0.6240305024477156+0j),(0.8806658325764092+0j),(0.7699725314137242+0.4566128043519039j),(0.02384992030505023-0.27183997205373184j),(0.07728618882761129-0.6294496626332374j),(0.00951424674106807-0.2631035815758449j),(4.293041406414101e-05-0.020052896057066748j),(1.4755674915231056e-08+0.0004110079157487221j),(-0.7398209459165641-0.43873216647481467j),(-0.007638658038757147+0.08706496966130568j),(-0.014851943151724332+0.12096017086769628j),(-0.001305953642404946+0.036114375634763995j),(-4.583254343604446e-06+0.002140848742294529j),(-1.2888957283355624e-09-3.590119394496944e-05j)
(0.6247484738384451+0j),(0.8774824298705284+0j),(0.7644351342945345+0.4576038056422594j),(0.02420401265714104-0.2735176947909251j),(0.0790761489089972-0.635842981977038j),(0.009723351662793768-0.26566922999858794j),(4.378046115359743e-05-0.020227179217261637j),(1.7632259219088336e-09+0.00014191400043266864j),(-0.7361915042748558-0.44069669082985047j),(-0.007769915191035147+0.08780400679330795j),(-0.015230903553720487+0.1224700907595718j),(-0.0013377289164411422+0.036550504754206334j),(-4.684766874629483e-06+0.0021644271592245403j),(-1.5437090088325874e-10-1.2424608680333895e-05j)
(0.6254664452291746+0j),(0.874612604261525+0j),(0.7592078527958187+0.45839842324796726j),(0.024575239280065546-0.27527182030181924j),(0.08084417800206384-0.6420512358411006j),(0.009940688702606941-0.2683091601587723j),(4.464514131257065e-05-0.02040250171810585j),(2.1340727623981359e-10-4.9314775589086664e-05j),(-0.7328388376058638-0.44247720359624193j),(-0.00790722844500253+0.0885703346686749j),(-0.015607255171573558+0.12395026727515737j),(-0.0013707751397898564+0.03699859612615039j),(-4.788279336704457e-06+0.002188208493056695j),(-1.8726832385563378e-11+4.3274510263216935e-06j)
(0.626184416619904+0j),(0.8720344152299492+0j),(0.7542659500439048+0.4590184840248235j),(0.024964710506059487-0.27710632269666535j),(0.08259136670031117-0.648084892639961j),(0.010166859828463147-0.27102849854136857j),(4.552473352521536e-05-0.020578881470134588j),(3.287762617910309e-09-0.00019334121195387915j),(-0.7297410339806935-0.44409352315191647j),(-0.008050994770328281+0.0893654085960358j),(-0.015981182586925848+0.12540248956878483j),(-0.0014051835625517985+0.03745943167891543j),(-4.893833256389861e-06+0.0022121955851112985j),(-2.8916919967471634e-10+1.700497573038837e-05j)
(0.6269023880106336+0j),(0.8697284518176833+0j),(0.7495871139944772+0.4594828901056053j),(0.025373617292244705-0.2790253820971925j),(0.08431876129582334-0.6539536616594798j),(0.010402531291650183-0.2738328757999773j),(4.6419522229417266e-05-0.02075633639166572j),(8.287554922104372e-09-0.0003066124256969589j),(-0.7268783179218369-0.44556282257046287j),(-0.008201640571031805+0.09019076262553394j),(-0.016352863659396498+0.12682841759453475j),(-0.0014410551214959866+0.0379338698478391j),(-5.001471047922751e-06+0.0022363912969804965j),(-7.30589349425921e-10+2.7029416362403395e-05j)
(0.6276203594013631+0j),(0.8676775736751537+0j),(0.745151183158857+0.4598080752685689j),(0.025803238744364285-0.28103340027398876j),(0.08602736531717219-0.6596665618713154j),(0.010648442471276954-0.2767284904690725j),(4.732979750394427e-05-0.02093488443078762j),(1.4048383143337864e-08-0.0003987425791860019j),(-0.7242328101446907-0.4469000412336242j),(-0.008359624431042618+0.09104801541172951j),(-0.016722469732619902+0.12822959384892987j),(-0.0014785017723219134+0.038422855240483555j),(-5.111236040949695e-06+0.002260798512963026j),(-1.2412734284163317e-09+3.523171053008315e-05j)
(0.6283383307920926+0j),(0.8658666896815584+0j),(0.7409399057882532+0.4600083808709927j),(0.026254950450557868-0.28313501762266635j),(0.08771814119224-0.6652319834572509j),(0.010905416211189687-0.27972218258609965j),(4.82558552618108e-05-0.021114543586968522j),(2.0042451697724795e-08-0.0004757275842781955j),(-0.7217883163232667-0.4481182240687054j),(-0.008525440157299629+0.09193887658343412j),(-0.017090165868390253+0.12960745387122286j),(-0.001517648046832591+0.038927429805196964j),(-5.223172509232945e-06+0.002285420142490628j),(-1.774945499858786e-09+4.213010202584791e-05j)
(0.6290563021828219+0j),(0.8642825693256577+0j),(0.7369367284919097+0.4600963670324699j),(0.02673023372598849-0.2853351316171092j),(0.08939201198781153-0.6706577429295134j),(0.011174370949736584-0.2828215190694805j),(4.9197997450320354e-05-0.021295331932369616j),(2.6027029658065357e-08-0.0005415009848751195j),(-0.7195301414581178-0.44922880249531955j),(-0.008699620157544352+0.09286515367272485j),(-0.017456111099915652+0.13096333565232315j),(-0.0015586328803139607+0.03944874578308371j),(-5.337325700392162e-06+0.0023102591225545527j),(-2.310206019983978e-09+4.806460251210787e-05j)
(0.6297742735735514+0j),(0.8629136833009386+0j),(0.7331266106389287+0.46008307142192767j),(0.02723068588337559-0.2876389168942483j),(0.09104986318885869-0.6759511326125192j),(0.011456335013551335-0.28603489310224933j),(5.0156532258242606e-05-0.021477267632934897j),(3.1893984276770314e-08-0.0005987505663235796j),(-0.71744492672094-0.4502418281805069j),(-0.008882739195227137+0.0938287596615063j),(-0.017820458697182552+0.132298488082837j),(-0.001601611765087824+0.039988080784675785j),(-5.453741866744068e-06+0.002335318420139686j),(-2.837433395817872e-09+5.3267564124585644e-05j)
(0.6304922449642809+0j),(0.8617500705020014+0j),(0.729495861285759+0.4599782254323522j),(0.027758031660992583-0.29005184714310295j),(0.09269254448916904-0.6811189651488706j),(0.011752463536488067-0.2893716402768193j),(5.113177433062136e-05-0.021660368969332284j),(3.76009025942295e-08-0.0006493754274052414j),(-0.7155205059719214-0.45116616839653095j),(-0.009075418570048085+0.09483172121092452j),(-0.018183356439011995+0.13361407855321172j),(-0.0016467592997762967+0.04054685540932733j),(-5.572468297307651e-06+0.0023606010346741623j),(-3.3527783023650566e-09+5.7903180319598464e-05j)
(0.6312102163550104+0j),(0.8607832292050939+0j),(0.7260319957526439+0.45979043553293564j),(0.02831413595883813-0.29257971899148993j),(0.09432087157186873-0.6861676136050858j),(0.012064058579964598-0.2928421748937838j),(5.212404499172753e-05-0.021844654357816504j),(4.3137918328389604e-08-0.0006947555698278995j),(-0.7137457794643278-0.4520096699863697j),(-0.009278330779738346+0.09587618764677756j),(-0.01854494688764494+0.13491119980409103j),(-0.0016942722211837553+0.04112665392205255j),(-5.693553351045622e-06+0.002386110000502043j),(-3.855265498175699e-09+6.209078420597236e-05j)
(0.6319281877457399+0j),(0.8600060307736815+0j),(0.7227236093274653+0.45952733603238155j),(0.028901018055992066-0.2952286781073773j),(0.09593562786382638-0.6911030476778901j),(0.012392593179281243-0.29645815061578706j),(5.313367247669801e-05-0.022030142371083136j),(4.8511126280363793e-08-0.0007359179830470582j),(-0.7121106025508597-0.4527792975451852j),(-0.009492204726939006+0.09696444078300501j),(-0.01890536766268837+0.13619087611226732j),(-0.001744373028078703+0.041729248625126406j),(-5.817046491416751e-06+0.002411848389386627j),(-4.345341191430644e-09+6.591920185005772e-05j)
(0.6326461591364694+0j),(0.8594126547854309+0j),(0.7195602658976034+0.45919571826652567j),(0.029520867508159247-0.29800524775855763j),(0.09753756625221022-0.6959308664379832j),(0.012739740232908756-0.30023265070880945j),(5.41609921724266e-05-0.022216851759180728j),(5.373407742575242e-08-0.0007736427983432577j),(-0.7106056874806899-0.4534812503299183j),(-0.00971783154465575+0.0980989056754735j),(-0.019264751712043077+0.1374540688867245j),(-0.0017973143351930371+0.04235662871822481j),(-5.942998322317707e-06+0.0024378193130518613j),(-4.824125718281029e-09+6.945592627709201e-05j)
(0.6333641305271989+0j),(0.8589985450539713+0j),(0.7165323995975922+0.45880164026107595j),(0.030176061954794654-0.300916360104784j),(0.09912741075484229-0.7006563279932837j),(0.013107407403282102-0.3041804144283157j),(5.5206346868314636e-05-0.022404801470549227j),(5.882336082484826e-08-0.0008085333108368873j),(-0.7092225166220847-0.4541210615445198j),(-0.009956071125019415+0.09928216240983559j),(-0.01962322757805872+0.13870168173990693j),(-0.0018533841337146579+0.04301103464190966j),(-6.0714606254986864e-06+0.002464025925769565j),(-5.293023611010894e-09+7.275316888627461e-05j)
(0.6340821019179284+0j),(0.8587603866435527+0j),(0.7136312278134006+0.4583505201576399j),(0.030869187100798133-0.30396939053118277j),(0.10070585813864392-0.7052843764064096j),(0.013497779529066589-0.3083181078225591j),(5.627008701751072e-05-0.022594010673249704j),(6.37963127623841e-08-0.0008410634473328785j),(-0.7079532656632641-0.45470368296285435j),(-0.010207859449266637+0.10051695904040599j),(-0.019980919657657272+0.13993456509130087j),(-0.0019129121845676232+0.043694999159420475j),(-6.202486399540922e-06+0.0024904714269999937j),(-5.753520127015728e-09+7.585196170115005e-05j)
(0.6348000733086578+0j),(0.8586961046811055+0j),(0.7108486741053162+0.4578472160840034j),(0.031603059179588465-0.30717219537145607j),(0.10227357948253439-0.7098196661603607j),(0.01391337048924955-0.31266464946167466j),(5.735257100931744e-05-0.0227844987764526j),(6.86698561780376e-08-0.0008716107237027318j),(-0.7067907355351251-0.4552335573053044j),(-0.010474216832349365+0.10180622581207052j),(-0.020337948455555806+0.14115352035346113j),(-0.0019762778372418017+0.0444113967710072j),(-6.336129900490731e-06+0.0025171590640936095j),(-6.207077146617424e-09+7.878500560442716e-05j)
(0.6355180446993872+0j),(0.8588048866041601+0j),(0.7081772998036592+0.45729609466381776j),(0.032380750253580795-0.3105331534146472j),(0.10383122168275967-0.7142665844310954j),(0.014357087049807538-0.3172416045412301j),(5.8454165453477965e-05-0.022976285452250396j),(7.345994802513414e-08-0.0009004796159310137j),(-0.7057282919659642-0.4557146803480957j),(-0.010756257213822812+0.10315309081444383j),(-0.020694430830027782+0.14235930374460595j),(-0.002043919656051524+0.04516350350106965j),(-6.472446684250169e-06+0.0025440921350619533j),(-6.655082723962916e-09+8.157869010760586e-05j)
(0.6362360160901167+0j),(0.8590872305082108+0j),(0.7056102431980107+0.4567010899704982j),(0.033205616766204704-0.3140612116412071j),(0.10537940889987021-0.718629271395085j),(0.014832308022774627-0.32207366470762083j),(5.957524547709705e-05-0.02316939065786129j),(7.818135438344015e-08-0.0009279184475358025j),(-0.7047598117228434-0.4561506543930698j),(-0.011055198648207145+0.10456089723723598j),(-0.021050480230881775+0.1435526297666853j),(-0.0021163473563311176+0.04595506968984453j),(-6.6114936508304326e-06+0.002571273991425678j),(-7.0988297172757365e-09+8.425455279616855e-05j)
(0.6369539874808462+0j),(0.8595450235633381+0j),(0.7031411653844638+0.4560657544150508j),(0.034081331828369615-0.3177659356936389j),(0.10691874394755049-0.7229116387734338j),(0.015342983160058195-0.32718923617033074j),(6.0716195035012005e-05-0.02336383465829316j),(8.284760039554555e-08-0.0009541317991112008j),(-0.7038796347193609-0.45654473444198196j),(-0.011372375173523562+0.10603322241842972j),(-0.021406206929530325+0.14473417438331712j),(-0.0021941567180187686+0.04679040921295241j),(-6.753329090582641e-06+0.0025987080411482995j),(-7.53951004883103e-09+8.683035179006716e-05j)
(0.6376719588715758+0j),(0.8601816561863083+0j),(0.7007642019594624+0.45539330280217877j),(0.03501192180388955-0.32165756565538994j),(0.10844980962419123-0.7271173867908783j),(0.015893757714337643-0.33262116571754763j),(6.187740723446194e-05-0.023559638049535224j),(8.747101058894914e-08-0.0009792897666214715j),(-0.703082521277693-0.45689986818940465j),(-0.01170925026698213+0.10757389890288123j),(-0.021761718241158953+0.14590457792801212j),(-0.0022780483720745855+0.047674509621904594j),(-6.898012732525828e-06+0.002626397751664087j),(-7.978217143204385e-09+8.932086586880154e-05j)
(0.6383899302623053+0j),(0.8610021799703811+0j),(0.6984739198556909+0.4546866505811795j),(0.036001807855508584-0.32574707779036566j),(0.10997316998870224-0.7312500197079794j),(0.016490130710720172-0.3384076438820455j),(6.305928467497953e-05-0.023756821782349866j),(9.206279274907046e-08-0.0010035349641369779j),(-0.7023636139260746-0.4572187307610861j),(-0.012067432132847297+0.10918703775891359j),(-0.022117118739130564+0.14706444776971003j),(-0.0023688516740053805+0.04861316915972403j),(-7.0456057949025115e-06+0.002654346653009266j),(-8.415952392158014e-09+9.173849966796798e-05j)
(0.6391079016530347+0j),(0.8620135205726615+0j),(0.6962652787076327+0.45394844714835514j),(0.03705585322908756-0.33004625298608614j),(0.11148937158241032-0.7353128600669784j),(0.017138657961991998-0.34459333780550605j),(6.426223980447862e-05-0.023955407186736923j),(9.663313947224692e-08-0.00102698788710094j),(-0.7017184031934204-0.4575037549715813j),(-0.012448691110544287+0.1108770544349846j),(-0.02247251046183447+0.1482143607596012j),(-0.002467555330202006+0.04961316862380791j),(-7.196171038099517e-06+0.002682558341065839j),(-8.853633338756878e-09+9.409374719060802e-05j)
(0.639825873043764+0j),(0.8632247612664306+0j),(0.6941335962138242+0.45318110491838814j),(0.03817941719227649-0.33456775274804007j),(0.11299894459921925-0.7393090617764737j),(0.01784721514938404-0.3512308249442438j),(6.548669529257966e-05-0.02415541599714547j),(1.0119133334237346e-07-0.001049751067118711j),(-0.7011426969322544-0.45775715774941117j),(-0.01285497954260679+0.11264869747833726j),(-0.02282799311226223+0.14935486548060203j),(-0.002575347090618606+0.05068248886924801j),(-7.34977282008149e-06+0.0027110364809277256j),(-9.292102315860096e-09+9.63955508803022e-05j)
(0.6405438444344935+0j),(0.8646475193452802+0j),(0.6920745170312891+0.45238682476750136j),(0.03937841671063977-0.33932520371357894j),(0.1145024040063984-0.7432416221464474j),(0.018625342534865665-0.3583824250959652j),(6.673308442229469e-05-0.024356870378512224j),(1.0574584837171222e-07-0.0010719123244613733j),(-0.7006325927610982-0.4579809632746315j),(-0.013288454503979913+0.11450708048359091j),(-0.023183664250638683+0.15048648431853384j),(-0.0026936657645404817+0.05183058874148956j),(-7.506477154495931e-06+0.0027397848103996526j),(-9.732134867395171e-09+9.865158271756578e-05j)
(0.6412618158252231+0j),(0.8662964470596567+0j),(0.6900839847967469+0.45156761835653547j),(0.0406593971449295-0.34433329179329836j),(0.11600025061849419-0.7471133929732443j),(0.01948470210478955-0.36612256605828863j),(6.800185150126138e-05-0.024559792953207413j),(1.1030444414093367e-07-0.0010935473389099538j),(-0.700184453269259-0.45817702328825677j),(-0.013751503868796106+0.11645771769248525j),(-0.023539619480469422+0.1516097153720174j),(-0.0028242702111881865+0.05306876396678541j),(-7.666351771618368e-06+0.0027688071436394557j),(-1.0174447618698445e-08+0.00010086846640640008j)
(0.6419797872159526+0j),(0.8681899029499628+0j),(0.6881582169202333+0.45072532776356955j),(0.04202961349581108-0.3496078672094664j),(0.11749297212695134-0.7509270907636381j),(0.02043969183450848-0.37454087341107123j),(6.929345229381015e-05-0.024764206828973713j),(1.1487425120532129e-07-0.0011147216999938142j),(-0.6997948836717616-0.45834703496214235j),(-0.014246776280945202+0.11850656372769358j),(-0.023895952628393856+0.15272503421631772j),(-0.0029693320555659567+0.05441061590084922j),(-7.829466182319719e-06+0.00279810737495526j),(-1.0619705453371e-08+0.00010305195456949304j)
(0.6426977586066821+0j),(0.8703508610640871+0j),(0.6862936818408952+0.44986164279043345j),(0.043497124016561854-0.3551660618882891j),(0.11898104408805302-0.7546853061778046j),(0.02150828304894082-0.38374625675564605j),(7.060835447523419e-05-0.024970135627947317j),(1.1946184750706112e-07-0.001135492555609118j),(-0.6994607116409122-0.4584925566589942j),(-0.01477721570419018+0.120660058015161j),(-0.024252755918246063+0.15383289553478488j),(-0.0031315620964466433+0.05587267145289136j),(-7.99589174525024e-06+0.0028276894827695344j),(-1.1068527960361215e-08+0.00010520707123501208j)
(0.6434157299974116+0j),(0.8728081592329812+0j),(0.6844870784729674+0.4489781162529922j),(0.045070898372309806-0.36102642087980996j),(0.12046493087181014-0.758390512762885j),(0.02271318014349695-0.3938723883579621j),(7.194703810973854e-05-0.025177603516855707j),(1.2407332615272448e-07-0.0011559099479067458j),(-0.6991789690745768-0.45861502186298775j),(-0.015346101360802184+0.12292517453242102j),(-0.024610120139738678+0.15493373463015186j),(-0.003314385404482845+0.057475214256872464j),(-8.165701737449547e-06+0.0028575575337628253j),(-1.1521495171995503e-08+0.00010733822729694511j)
(0.644133701388141+0j),(0.8755982412904574+0j),(0.6827353176030417+0.4480761775194894j),(0.04676094296170681-0.36720904973094054j),(0.1219450865743999-0.7620450750415229j),(0.0240834551719331-0.40508516062431016j),(7.33099961536486e-05-0.02538663523849076j),(1.2871435521548427e-07-0.0011760179035442068j),(-0.6989468755903754-0.4587157515202935j),(-0.015957094030470527+0.12530947761671202j),(-0.024968134812188267+0.1560279688267096j),(-0.003522188156090642+0.059243416061902913j),(-8.338971428607147e-06+0.0028877156872106824j),(-1.197915264217702e-08+0.00010944931474740681j)
(0.6448516727788706+0j),(0.8787676359761462+0j),(0.681035505028532+0.4471571445229727j),(0.048578446553073-0.3737357800289661j),(0.123421955896733-0.7656512560134061j),(0.02565689709554911-0.41759300891002854j),(7.469773498557972e-05-0.02559725614456253j),(1.3339023034074989e-07-0.0011958553294342696j),(-0.6987618235603097-0.458795964994223j),(-0.016614289880882774+0.12782118467858433j),(-0.025326888343704806+0.1571159987732959j),(-0.0037606724442853113+0.06120890284143397j),(-8.515778159215171e-06+0.0029181681995281753j),(-1.2442015926124304e-08+0.00011154378409987956j)
(0.6455696441695999+0j),(0.8823765630411005+0j),(0.6793849262522315+0.44622223444159387j),(0.05053595004690048-0.38063035567119735j),(0.12489597499166466-0.7692112241220519j),(0.027483462583915843-0.43166147058742355j),(7.611077496540038e-05-0.02580949223004517j),(1.3810592095249713e-07-0.0012154567533101482j),(-0.6986213645223567-0.4588567898105868j),(-0.0173222832471713+0.13046923679655703j),(-0.025686468186264164+0.15819820965605205j),(-0.004037377547636575+0.06341196362023821j),(-8.696201422873641e-06+0.0029489194290374323j),(-1.2910574526003388e-08+0.00011362470840147602j)
(0.6462876155603294+0j),(0.886504313540945+0j),(0.677781032569629+0.4452725732133808j),(0.052647544991977435-0.38791864280828847j),(0.1263675722823396-0.7727270597341241j),(0.029630470885608207-0.44763415498226683j),(7.754965102396366e-05-0.02602337016913368j),(1.4286611082265926e-07-0.0012348529395977668j),(-0.6985231968247217-0.45889927034425837j),(-0.018086240081276503+0.13326337831902255j),(-0.026046960987085695+0.15927497232906032j),(-0.004362464793590066+0.06590473195844705j),(-8.880322953028786e-06+0.0029799738409746206j),(-1.3385295364815987e-08+0.00011569483646926451j)
(0.6470055869510589+0j),(0.8912575122355784+0j),(0.6762214284046595+0.4443092040290407j),(0.05492910649404325-0.3956288668615146j),(0.12783716925405306-0.7762007611739002j),(0.032190645190982636-0.4659636736286464j),(7.901491328571654e-05-0.026238917352935445j),(1.4767523370525512e-07-0.0012540714044262254j),(-0.6984651543751926-0.45892437557709986j),(-0.01891198416942925+0.13621424677398658j),(-0.026408452736723275+0.16034664437017548j),(-0.004749932707651074+0.0687558786353855j),(-9.0682268144446e-06+0.0030113360127536487j),(-1.3866625846436607e-08+0.00011775663741018295j)
